iter	Passed	Remaining
1664	83365	116911
1665	83415	116861
1666	83464	116810
1667	83513	116758
1668	83564	116709
1669	83614	116660
1670	83666	116611
1671	83715	116560
1672	83766	116511
1673	83816	116462
1674	83866	116411
1675	83917	116363
1676	83968	116314
1677	84018	116264
1678	84067	116212
1679	84117	116162
1680	84167	116111
1681	84216	116061
1682	84269	116015
1683	84319	115964
1684	84370	115915
1685	84420	115865
1686	84471	115816
1687	84521	115766
1688	84573	115718
1689	84622	115667
1690	84672	115617
1691	84722	115567
1692	84772	115517
1693	84822	115466
1694	84873	115417
1695	84922	115366
1696	84971	115315
1697	85022	115265
1698	85072	115215
1699	85122	115166
1700	85173	115116
1701	85224	115067
1702	85274	115017
1703	85324	114968
1704	85374	114917
1705	85425	114868
1706	85476	114820
1707	85525	114768
1708	85574	114716
1709	85626	114669
1710	85682	114627
1711	85733	114578
1712	85784	114529
1713	85833	114478
1714	85883	114427
1715	85935	114379
1716	85984	114328
1717	86033	114277
1718	86085	114230
1719	86135	114179
1720	86184	114128
1721	86234	114077
1722	86283	114026
1723	86334	113977
1724	86383	113926
1725	86433	113875
1726	86483	113825
1727	86532	113774
1728	86581	113722
1729	86631	113672
1730	86682	113623
1731	86734	113575
1732	86783	113524
1733	86833	113474
1734	86882	113423
1735	86931	113371
1736	86981	113320
1737	87030	113269
1738	87080	113219
1739	87130	113169
1740	87179	113117
1741	87229	113068
1742	87280	113018
1743	87330	112968
1744	87379	112917
1745	87428	112866
1746	87477	112814
1747	87527	112764
1748	87577	112713
1749	87627	112664
1750	87678	112614
1751	87728	112564
1752	87779	112516
1753	87830	112467
1754	87881	112418
1755	87932	112369
1756	87984	112321
1757	88035	112272
1758	88085	112222
1759	88134	112171
1760	88184	112121
1761	88235	112071
1762	88284	112020
1763	88333	111969
1764	88382	111917
1765	88432	111866
1766	88482	111816
1767	88531	111765
1768	88582	111717
1769	88633	111667
1770	88682	111616
1771	88731	111565
1772	88780	111514
1773	88830	111464
1774	88881	111414
1775	88930	111363
1776	88981	111313
1777	89030	111263
1778	89080	111212
1779	89130	111163
1780	89180	111112
1781	89230	111062
1782	89280	111011
1783	89330	110961
1784	89380	110912
1785	89429	110861
1786	89479	110810
1787	89530	110760
1788	89581	110712
1789	89631	110662
1790	89682	110613
1791	89731	110562
1792	89781	110512
1793	89832	110463
1794	89881	110411
1795	89930	110360
1796	89981	110311
1797	90032	110261
1798	90082	110211
1799	90134	110163
1800	90185	110115
1801	90235	110065
1802	90285	110015
1803	90337	109967
1804	90388	109918
1805	90439	109869
1806	90490	109820
1807	90540	109770
1808	90591	109721
1809	90643	109673
1810	90692	109622
1811	90742	109571
1812	90792	109521
1813	90844	109474
1814	90893	109422
1815	90943	109372
1816	90991	109320
1817	91040	109268
1818	91090	109218
1819	91141	109169
1820	91191	109119
1821	91241	109069
1822	91292	109020
1823	91342	108969
1824	91393	108920
1825	91440	108867
1826	91491	108818
1827	91544	108771
1828	91594	108721
1829	91646	108673
1830	91697	108624
1831	91747	108574
1832	91797	108523
1833	91847	108473
1834	91897	108424
1835	91947	108373
1836	91997	108323
1837	92046	108271
1838	92097	108222
1839	92148	108173
1840	92198	108123
1841	92247	108072
1842	92295	108020
1843	92346	107971
1844	92396	107921
1845	92448	107873
1846	92499	107823
1847	92549	107774
1848	92600	107725
1849	92651	107676
1850	92701	107625
1851	92752	107576
1852	92801	107525
1853	92850	107474
1854	92901	107425
1855	92951	107375
1856	93002	107325
1857	93052	107275
1858	93101	107224
1859	93151	107174
1860	93199	107122
1861	93249	107072
1862	93300	107022
1863	93350	106972
1864	93402	106924
1865	93452	106874
1866	93503	106825
1867	93552	106774
1868	93602	106723
1869	93652	106673
1870	93703	106624
1871	93754	106575
1872	93804	106525
1873	93855	106476
1874	93906	106426
1875	93955	106375
1876	94004	106324
1877	94054	106275
1878	94105	106225
1879	94156	106176
1880	94207	106127
1881	94256	106076
1882	94308	106028
1883	94360	105979
1884	94410	105930
1885	94459	105879
1886	94510	105830
1887	94560	105779
1888	94610	105729
1889	94659	105678
1890	94708	105626
1891	94757	105575
1892	94805	105523
1893	94856	105473
1894	94906	105423
1895	94957	105374
1896	95009	105326
1897	95057	105274
1898	95108	105225
1899	95159	105176
1900	95210	105127
1901	95260	105077
1902	95309	105026
1903	95359	104975
1904	95410	104926
1905	95461	104877
1906	95511	104827
1907	95560	104776
1908	95610	104725
1909	95661	104676
1910	95711	104626
1911	95762	104577
1912	95810	104525
1913	95858	104473
1914	95909	104423
1915	95959	104373
1916	96009	104323
1917	96058	104272
1918	96110	104223
1919	96159	104173
1920	96211	104124
1921	96263	104076
1922	96312	104025
1923	96361	103974
1924	96412	103925
1925	96462	103874
1926	96510	103822
1927	96560	103772
1928	96610	103722
1929	96659	103671
1930	96710	103621
1931	96761	103572
1932	96811	103522
1933	96861	103472
1934	96910	103421
1935	96961	103371
1936	97010	103321
1937	97060	103270
1938	97110	103220
1939	97159	103168
1940	97208	103117
1941	97257	103066
1942	97308	103018
1943	97358	102968
1944	97407	102916
1945	97459	102867
1946	97508	102816
1947	97558	102767
1948	97609	102717
1949	97659	102667
1950	97708	102616
1951	97758	102566
1952	97808	102516
1953	97859	102466
1954	97909	102416
1955	97960	102367
1956	98011	102318
1957	98061	102268
1958	98112	102219
1959	98163	102170
1960	98213	102120
1961	98265	102071
1962	98316	102022
1963	98366	101972
1964	98414	101920
1965	98464	101870
1966	98514	101819
1967	98564	101769
1968	98612	101717
1969	98662	101667
1970	98711	101616
1971	98763	101568
1972	98814	101519
1973	98866	101470
1974	98915	101419
1975	98965	101369
1976	99014	101318
1977	99065	101269
1978	99115	101219
1979	99165	101168
1980	99216	101120
1981	99266	101069
1982	99315	101018
1983	99365	100967
1984	99414	100917
1985	99464	100866
1986	99513	100815
1987	99563	100765
1988	99614	100716
1989	99665	100667
1990	99714	100615
1991	99765	100566
1992	99815	100516
1993	99864	100465
1994	99914	100415
1995	99964	100364
1996	100014	100315
1997	100063	100264
1998	100114	100214
1999	100164	100164
2000	100213	100112
2001	100262	100061
2002	100312	100011
2003	100361	99961
2004	100412	99911
2005	100463	99862
2006	100513	99812
2007	100564	99762
2008	100614	99713
2009	100664	99662
2010	100713	99611
2011	100763	99561
2012	100813	99511
2013	100864	99462
2014	100916	99413
2015	100966	99363
2016	101017	99314
2017	101067	99264
2018	101117	99214
2019	101168	99164
2020	101217	99114
2021	101268	99064
2022	101320	99016
2023	101370	98966
2024	101420	98916
2025	101470	98865
2026	101520	98816
2027	101570	98765
2028	101620	98715
2029	101670	98665
2030	101722	98617
2031	101772	98567
2032	101823	98517
2033	101871	98465
2034	101921	98415
2035	101970	98364
2036	102020	98314
2037	102071	98264
2038	102120	98214
2039	102171	98165
2040	102222	98115
2041	102271	98064
2042	102321	98013
2043	102371	97964
2044	102421	97914
2045	102471	97863
2046	102522	97814
2047	102572	97764
2048	102661	97751
2049	102713	97703
2050	102766	97655
2051	102815	97604
2052	102866	97554
2053	102914	97503
2054	102964	97453
2055	103015	97403
2056	103065	97353
2057	103114	97302
2058	103165	97253
2059	103215	97202
2060	103264	97151
2061	103315	97102
2062	103365	97052
2063	103416	97003
2064	103467	96954
2065	103518	96904
2066	103569	96855
2067	103619	96805
2068	103668	96754
2069	103719	96704
2070	103769	96654
2071	103820	96605
2072	103872	96556
2073	103922	96506
2074	103972	96456
2075	104022	96405
2076	104072	96356
2077	104121	96304
2078	104172	96255
2079	104222	96205
2080	104273	96155
2081	104323	96105
2082	104372	96054
2083	104422	96004
2084	104473	95955
2085	104522	95904
2086	104572	95853
2087	104622	95803
2088	104671	95753
2089	104721	95702
2090	104770	95651
2091	104821	95601
2092	104872	95552
2093	104921	95502
2094	104972	95451
2095	105023	95402
2096	105073	95352
2097	105123	95302
2098	105173	95252
2099	105222	95201
2100	105272	95151
2101	105323	95101
2102	105372	95050
2103	105423	95001
2104	105472	94949
2105	105523	94901
2106	105574	94851
2107	105625	94802
2108	105676	94753
2109	105727	94703
2110	105775	94652
2111	105825	94601
2112	105874	94550
2113	105924	94499
2114	105975	94450
2115	106025	94400
2116	106074	94350
2117	106123	94298
2118	106175	94250
2119	106225	94199
2120	106274	94149
2121	106324	94098
2122	106374	94048
2123	106423	93997
2124	106473	93947
2125	106523	93897
2126	106572	93845
2127	106621	93795
2128	106671	93744
2129	106720	93693
2130	106771	93644
2131	106821	93594
2132	106871	93544
2133	106920	93493
2134	106970	93443
2135	107020	93392
2136	107071	93342
2137	107121	93293
2138	107173	93244
2139	107222	93193
2140	107271	93142
2141	107322	93093
2142	107372	93043
2143	107422	92992
2144	107473	92942
2145	107523	92893
2146	107573	92842
2147	107625	92794
2148	107674	92743
2149	107724	92693
2150	107776	92644
2151	107826	92594
2152	107876	92544
2153	107925	92493
2154	107974	92442
2155	108024	92391
2156	108075	92342
2157	108124	92291
2158	108175	92241
2159	108226	92193
2160	108277	92143
2161	108329	92095
2162	108379	92044
2163	108430	91995
2164	108480	91945
2165	108530	91895
2166	108581	91845
2167	108630	91794
2168	108679	91743
2169	108731	91695
2170	108782	91645
2171	108832	91595
2172	108880	91543
2173	108931	91494
2174	108980	91443
2175	109033	91395
2176	109083	91345
2177	109133	91295
2178	109181	91243
2179	109232	91194
2180	109281	91143
2181	109332	91094
2182	109383	91044
2183	109434	90995
2184	109485	90945
2185	109535	90895
2186	109585	90845
2187	109636	90796
2188	109689	90747
2189	109740	90698
2190	109789	90647
2191	109840	90598
2192	109890	90548
2193	109940	90498
2194	109990	90448
2195	110041	90398
2196	110091	90348
2197	110141	90298
2198	110191	90248
2199	110243	90199
2200	110293	90149
2201	110343	90099
2202	110394	90049
2203	110442	89997
2204	110492	89947
2205	110542	89896
2206	110593	89848
2207	110644	89798
2208	110695	89748
2209	110746	89699
2210	110796	89649
2211	110846	89598
2212	110897	89549
2213	110947	89499
2214	110996	89448
2215	111045	89398
2216	111097	89348
2217	111148	89299
2218	111198	89249
2219	111249	89200
2220	111299	89149
2221	111349	89099
2222	111398	89048
2223	111448	88998
2224	111497	88947
2225	111547	88897
2226	111599	88848
2227	111649	88798
2228	111700	88749
2229	111750	88698
2230	111802	88650
2231	111852	88600
2232	111903	88550
2233	111952	88499
2234	112001	88448
2235	112052	88399
2236	112104	88350
2237	112154	88300
2238	112206	88251
2239	112255	88200
2240	112304	88150
2241	112353	88099
2242	112404	88049
2243	112454	87999
2244	112505	87949
2245	112556	87900
2246	112607	87850
2247	112657	87800
2248	112708	87751
2249	112757	87700
2250	112806	87649
2251	112855	87598
2252	112906	87548
2253	112957	87499
2254	113005	87447
2255	113056	87398
2256	113105	87347
2257	113154	87296
2258	113205	87246
2259	113256	87197
2260	113304	87145
2261	113355	87095
2262	113405	87045
2263	113455	86995
2264	113506	86946
2265	113556	86896
2266	113606	86845
2267	113656	86795
2268	113707	86746
2269	113757	86696
2270	113808	86646
2271	113859	86597
2272	113908	86546
2273	113958	86496
2274	114009	86446
2275	114058	86395
2276	114108	86345
2277	114160	86296
2278	114214	86249
2279	114263	86198
2280	114314	86148
2281	114364	86099
2282	114414	86049
2283	114464	85998
2284	114514	85948
2285	114563	85897
2286	114612	85846
2287	114661	85795
2288	114711	85745
2289	114762	85695
2290	114813	85646
2291	114861	85594
2292	114911	85544
2293	114960	85493
2294	115011	85444
2295	115062	85395
2296	115112	85344
2297	115162	85294
2298	115213	85244
2299	115262	85194
2300	115313	85144
2301	115363	85094
2302	115413	85044
2303	115463	84994
2304	115513	84943
2305	115563	84893
2306	115612	84842
2307	115668	84796
2308	115718	84746
2309	115769	84696
2310	115818	84646
2311	115870	84597
2312	115921	84547
2313	115969	84496
2314	116019	84446
2315	116070	84396
2316	116119	84345
2317	116169	84295
2318	116218	84244
2319	116268	84194
2320	116318	84143
2321	116368	84093
2322	116417	84043
2323	116467	83992
2324	116516	83942
2325	116566	83891
2326	116615	83841
2327	116666	83791
2328	116717	83741
2329	116766	83691
2330	116818	83642
2331	116869	83592
2332	116919	83542
2333	116969	83492
2334	117020	83442
2335	117071	83393
2336	117121	83343
2337	117171	83292
2338	117219	83241
2339	117271	83192
2340	117321	83142
2341	117371	83092
2342	117421	83041
2343	117473	82992
2344	117521	82941
2345	117571	82891
2346	117620	82840
2347	117669	82789
2348	117719	82739
2349	117771	82690
2350	117823	82642
2351	117873	82591
2352	117925	82542
2353	117974	82491
2354	118025	82442
2355	118074	82391
2356	118124	82341
2357	118173	82290
2358	118223	82240
2359	118273	82190
2360	118322	82139
2361	118372	82088
2362	118423	82039
2363	118474	81989
2364	118522	81938
2365	118575	81890
2366	118626	81840
2367	118677	81791
2368	118728	81741
2369	118778	81691
2370	118828	81641
2371	118877	81590
2372	118929	81541
2373	118978	81490
2374	119029	81441
2375	119078	81390
2376	119127	81339
2377	119176	81288
2378	119225	81237
2379	119274	81187
2380	119324	81136
2381	119374	81086
2382	119425	81037
2383	119475	80986
2384	119524	80935
2385	119573	80885
2386	119622	80834
2387	119672	80784
2388	119722	80733
2389	119772	80683
2390	119821	80632
2391	119873	80583
2392	119922	80533
2393	119973	80483
2394	120023	80433
2395	120072	80382
2396	120122	80332
2397	120172	80281
2398	120222	80231
2399	120272	80181
2400	120322	80131
2401	120372	80081
2402	120423	80032
2403	120474	79982
2404	120524	79932
2405	120575	79882
2406	120623	79830
2407	120673	79781
2408	120723	79730
2409	120773	79680
2410	120824	79630
2411	120873	79580
2412	120925	79531
2413	120976	79481
2414	121025	79430
2415	121074	79379
2416	121123	79329
2417	121173	79278
2418	121222	79227
2419	121272	79177
2420	121322	79127
2421	121373	79078
2422	121424	79028
2423	121472	78977
2424	121522	78926
2425	121573	78877
2426	121624	78827
2427	121675	78778
2428	121725	78727
2429	121776	78678
2430	121824	78627
2431	121875	78577
2432	121926	78528
2433	121979	78479
2434	122029	78429
2435	122080	78380
2436	122130	78329
2437	122181	78280
2438	122231	78229
2439	122281	78180
2440	122331	78129
2441	122379	78078
2442	122431	78029
2443	122481	77979
2444	122530	77928
2445	122579	77877
2446	122629	77827
2447	122680	77777
2448	122729	77727
2449	122780	77677
2450	122831	77627
2451	122882	77578
2452	122932	77528
2453	122983	77478
2454	123034	77429
2455	123086	77380
2456	123138	77331
2457	123188	77281
2458	123238	77230
2459	123288	77180
2460	123339	77130
2461	123391	77082
2462	123440	77031
2463	123491	76981
2464	123542	76931
2465	123593	76882
2466	123642	76831
2467	123692	76781
2468	123742	76731
2469	123792	76681
2470	123843	76631
2471	123894	76581
2472	123945	76532
2473	123996	76482
2474	124045	76431
2475	124094	76381
2476	124144	76330
2477	124194	76280
2478	124245	76231
2479	124294	76180
2480	124344	76130
2481	124395	76080
2482	124446	76030
2483	124496	75980
2484	124545	75930
2485	124595	75879
2486	124644	75829
2487	124694	75778
2488	124745	75729
2489	124797	75680
2490	124847	75630
2491	124897	75580
2492	124947	75530
2493	124997	75479
2494	125047	75429
2495	125097	75379
2496	125148	75329
2497	125198	75279
2498	125247	75228
2499	125297	75178
2500	125349	75129
2501	125399	75079
2502	125448	75028
2503	125498	74978
2504	125547	74927
2505	125597	74877
2506	125646	74826
2507	125696	74776
2508	125746	74726
2509	125796	74676
2510	125846	74625
2511	125895	74574
2512	125945	74524
2513	125994	74474
2514	126044	74423
2515	126093	74373
2516	126145	74323
2517	126194	74273
2518	126244	74222
2519	126293	74172
2520	126343	74121
2521	126392	74071
2522	126443	74021
2523	126492	73970
2524	126542	73921
2525	126591	73870
2526	126640	73819
2527	126692	73770
2528	126742	73720
2529	126791	73669
2530	126841	73619
2531	126891	73568
2532	126940	73518
2533	126990	73468
2534	127041	73418
2535	127091	73368
2536	127141	73317
2537	127192	73268
2538	127243	73218
2539	127293	73168
2540	127343	73118
2541	127394	73068
2542	127444	73018
2543	127493	72968
2544	127543	72918
2545	127595	72868
2546	127645	72818
2547	127695	72768
2548	127745	72718
2549	127796	72668
2550	127847	72618
2551	127896	72568
2552	127946	72518
2553	127995	72467
2554	128045	72417
2555	128095	72367
2556	128145	72316
2557	128193	72265
2558	128244	72215
2559	128294	72165
2560	128344	72115
2561	128395	72065
2562	128444	72015
2563	128494	71964
2564	128544	71914
2565	128595	71865
2566	128645	71815
2567	128696	71765
2568	128747	71715
2569	128797	71665
2570	128847	71615
2571	128897	71565
2572	128946	71514
2573	128995	71463
2574	129045	71413
2575	129095	71363
2576	129145	71313
2577	129195	71262
2578	129246	71213
2579	129295	71162
2580	129346	71112
2581	129396	71062
2582	129446	71012
2583	129495	70961
2584	129546	70912
2585	129597	70862
2586	129646	70811
2587	129695	70761
2588	129744	70710
2589	129793	70660
2590	129843	70609
2591	129892	70558
2592	129943	70509
2593	129994	70459
2594	130043	70409
2595	130092	70358
2596	130142	70307
2597	130192	70257
2598	130242	70207
2599	130292	70157
2600	130343	70108
2601	130394	70058
2602	130443	70007
2603	130492	69957
2604	130543	69906
2605	130594	69857
2606	130643	69807
2607	130695	69757
2608	130744	69707
2609	130795	69657
2610	130846	69607
2611	130895	69556
2612	130945	69507
2613	130995	69456
2614	131045	69406
2615	131096	69356
2616	131146	69306
2617	131197	69257
2618	131248	69207
2619	131299	69157
2620	131350	69108
2621	131398	69056
2622	131448	69006
2623	131497	68955
2624	131548	68906
2625	131598	68856
2626	131650	68807
2627	131700	68756
2628	131750	68706
2629	131801	68657
2630	131850	68606
2631	131900	68555
2632	131949	68505
2633	132001	68456
2634	132050	68405
2635	132101	68355
2636	132151	68305
2637	132201	68255
2638	132251	68205
2639	132302	68155
2640	132350	68104
2641	132400	68054
2642	132449	68003
2643	132498	67953
2644	132548	67902
2645	132598	67852
2646	132649	67802
2647	132700	67753
2648	132752	67704
2649	132802	67654
2650	132851	67603
2651	132902	67553
2652	132952	67503
2653	133003	67453
2654	133053	67403
2655	133104	67354
2656	133152	67303
2657	133203	67253
2658	133253	67202
2659	133304	67153
2660	133355	67103
2661	133404	67052
2662	133456	67004
2663	133506	66953
2664	133555	66903
2665	133605	66852
2666	133657	66803
2667	133707	66753
2668	133756	66703
2669	133805	66652
2670	133855	66602
2671	133905	66552
2672	133956	66502
2673	134006	66451
2674	134056	66401
2675	134105	66351
2676	134155	66300
2677	134206	66251
2678	134256	66201
2679	134308	66151
2680	134358	66101
2681	134408	66051
2682	134459	66001
2683	134508	65951
2684	134558	65900
2685	134608	65850
2686	134657	65800
2687	134708	65750
2688	134759	65700
2689	134808	65650
2690	134857	65599
2691	134908	65549
2692	134958	65499
2693	135006	65448
2694	135055	65398
2695	135106	65348
2696	135157	65298
2697	135207	65248
2698	135257	65198
2699	135307	65147
2700	135357	65097
2701	135408	65048
2702	135457	64997
2703	135505	64946
2704	135557	64897
2705	135607	64846
2706	135656	64796
2707	135705	64745
2708	135755	64695
2709	135805	64645
2710	135854	64594
2711	135903	64544
2712	135953	64493
2713	136003	64443
2714	136052	64393
2715	136103	64343
2716	136153	64293
2717	136205	64243
2718	136255	64193
2719	136304	64143
2720	136355	64093
2721	136405	64043
2722	136457	63994
2723	136506	63943
2724	136557	63893
2725	136606	63843
2726	136656	63792
2727	136706	63742
2728	136754	63691
2729	136804	63641
2730	136854	63591
2731	136905	63541
2732	136954	63491
2733	137003	63440
2734	137053	63390
2735	137102	63339
2736	137152	63289
2737	137201	63239
2738	137251	63189
2739	137301	63138
2740	137351	63088
2741	137401	63038
2742	137451	62988
2743	137501	62938
2744	137552	62888
2745	137603	62838
2746	137653	62788
2747	137702	62737
2748	137753	62687
2749	137801	62636
2750	137851	62586
2751	137899	62535
2752	137948	62485
2753	137999	62435
2754	138050	62385
2755	138099	62335
2756	138147	62284
2757	138196	62233
2758	138248	62184
2759	138297	62133
2760	138345	62082
2761	138394	62032
2762	138443	61981
2763	138494	61931
2764	138544	61881
2765	138594	61831
2766	138645	61781
2767	138694	61731
2768	138745	61681
2769	138797	61632
2770	138848	61582
2771	138897	61531
2772	138948	61481
2773	138999	61432
2774	139048	61381
2775	139100	61332
2776	139149	61282
2777	139200	61231
2778	139249	61181
2779	139299	61131
2780	139349	61081
2781	139398	61030
2782	139448	60980
2783	139499	60930
2784	139550	60881
2785	139598	60830
2786	139648	60779
2787	139698	60729
2788	139748	60679
2789	139798	60629
2790	139850	60580
2791	139899	60529
2792	139949	60479
2793	140001	60429
2794	140050	60379
2795	140100	60329
2796	140150	60279
2797	140200	60229
2798	140251	60179
2799	140302	60129
2800	140352	60079
2801	140403	60029
2802	140454	59979
2803	140504	59930
2804	140556	59880
2805	140606	59830
2806	140656	59780
2807	140706	59730
2808	140758	59680
2809	140808	59630
2810	140858	59580
2811	140907	59530
2812	140958	59480
2813	141007	59429
2814	141056	59379
2815	141106	59328
2816	141156	59278
2817	141206	59228
2818	141256	59178
2819	141305	59127
2820	141355	59077
2821	141404	59026
2822	141453	58976
2823	141502	58925
2824	141552	58875
2825	141602	58825
2826	141652	58775
2827	141702	58725
2828	141752	58675
2829	141803	58625
2830	141852	58574
2831	141902	58524
2832	141954	58475
2833	142004	58425
2834	142055	58375
2835	142107	58326
2836	142156	58275
2837	142206	58225
2838	142255	58175
2839	142307	58125
2840	142356	58074
2841	142404	58024
2842	142455	57974
2843	142507	57924
2844	142557	57874
2845	142608	57825
2846	142657	57774
2847	142708	57724
2848	142758	57674
2849	142808	57624
2850	142859	57574
2851	142910	57524
2852	142958	57473
2853	143008	57423
2854	143058	57373
2855	143107	57323
2856	143156	57272
2857	143207	57222
2858	143257	57172
2859	143306	57122
2860	143354	57071
2861	143403	57020
2862	143453	56970
2863	143503	56920
2864	143554	56870
2865	143605	56820
2866	143655	56770
2867	143706	56721
2868	143757	56671
2869	143808	56621
2870	143858	56571
2871	143911	56522
2872	143960	56471
2873	144011	56422
2874	144062	56372
2875	144113	56322
2876	144162	56271
2877	144214	56222
2878	144265	56172
2879	144314	56122
2880	144365	56072
2881	144415	56022
2882	144465	55972
2883	144515	55922
2884	144564	55871
2885	144613	55821
2886	144665	55771
2887	144714	55721
2888	144765	55671
2889	144816	55621
2890	144865	55571
2891	144916	55521
2892	144967	55471
2893	145018	55421
2894	145069	55372
2895	145119	55321
2896	145169	55271
2897	145222	55222
2898	145271	55172
2899	145322	55122
2900	145373	55072
2901	145424	55022
2902	145474	54972
2903	145524	54922
2904	145575	54872
2905	145631	54824
2906	145681	54774
2907	145731	54724
2908	145781	54674
2909	145831	54624
2910	145882	54574
2911	145932	54524
2912	145983	54474
2913	146031	54423
2914	146080	54373
2915	146131	54323
2916	146181	54273
2917	146231	54222
2918	146280	54172
2919	146328	54121
2920	146378	54071
2921	146430	54021
2922	146479	53971
2923	146529	53921
2924	146578	53870
2925	146629	53820
2926	146679	53770
2927	146728	53720
2928	146780	53670
2929	146829	53620
2930	146879	53570
2931	146930	53520
2932	146980	53470
2933	147030	53420
2934	147079	53369
2935	147129	53319
2936	147178	53269
2937	147229	53218
2938	147280	53169
2939	147330	53119
2940	147381	53069
2941	147432	53019
2942	147482	52969
2943	147532	52919
2944	147583	52869
2945	147633	52819
2946	147683	52769
2947	147733	52719
2948	147785	52669
2949	147835	52619
2950	147886	52569
2951	147938	52520
2952	147988	52469
2953	148037	52419
2954	148087	52369
2955	148137	52319
2956	148188	52269
2957	148238	52219
2958	148290	52169
2959	148341	52119
2960	148391	52069
2961	148442	52020
2962	148492	51969
2963	148541	51919
2964	148591	51869
2965	148640	51818
2966	148692	51769
2967	148741	51718
2968	148790	51668
2969	148840	51618
2970	148889	51567
2971	148940	51517
2972	148989	51467
2973	149040	51417
2974	149090	51367
2975	149141	51317
2976	149192	51267
2977	149243	51217
2978	149294	51167
2979	149342	51117
2980	149392	51067
2981	149443	51017
2982	149493	50967
2983	149545	50917
2984	149595	50867
2985	149643	50816
2986	149694	50766
2987	149743	50716
2988	149792	50665
2989	149843	50616
2990	149893	50565
2991	149944	50516
2992	149996	50466
2993	150047	50416
2994	150097	50366
2995	150148	50316
2996	150196	50265
2997	150246	50215
2998	150296	50165
2999	150346	50115
3000	150397	50065
3001	150447	50015
3002	150498	49965
3003	150548	49915
3004	150599	49865
3005	150649	49815
3006	150699	49765
3007	150749	49715
3008	150798	49664
3009	150847	49614
3010	150896	49563
3011	150946	49513
3012	150997	49463
3013	151047	49413
3014	151097	49363
3015	151146	49313
3016	151194	49262
3017	151245	49212
3018	151296	49162
3019	151347	49112
3020	151400	49063
3021	151449	49012
3022	151500	48963
3023	151551	48913
3024	151599	48862
3025	151649	48812
3026	151698	48762
3027	151748	48711
3028	151798	48661
3029	151848	48611
3030	151898	48561
3031	151949	48511
3032	152000	48461
3033	152049	48411
3034	152100	48361
3035	152151	48311
3036	152202	48261
3037	152252	48211
3038	152302	48161
3039	152351	48111
3040	152401	48060
3041	152451	48010
3042	152502	47960
3043	152552	47910
3044	152601	47860
3045	152651	47810
3046	152701	47759
3047	152749	47709
3048	152799	47658
3049	152848	47608
3050	152900	47558
3051	152949	47508
3052	153000	47458
3053	153051	47408
3054	153099	47358
3055	153148	47307
3056	153199	47257
3057	153248	47207
3058	153298	47157
3059	153348	47107
3060	153401	47057
3061	153450	47007
3062	153500	46957
3063	153550	46907
3064	153600	46856
3065	153651	46807
3066	153702	46757
3067	153753	46707
3068	153803	46657
3069	153851	46606
3070	153901	46556
3071	153953	46506
3072	154002	46456
3073	154051	46405
3074	154101	46355
3075	154150	46305
3076	154200	46255
3077	154250	46204
3078	154302	46155
3079	154352	46105
3080	154404	46055
3081	154454	46005
3082	154505	45955
3083	154555	45905
3084	154604	45855
3085	154654	45804
3086	154704	45754
3087	154755	45704
3088	154806	45655
3089	154854	45604
3090	154904	45554
3091	154954	45504
3092	155005	45454
3093	155056	45404
3094	155105	45354
3095	155156	45304
3096	155207	45254
3097	155258	45204
3098	155308	45154
3099	155358	45104
3100	155408	45054
3101	155460	45004
3102	155510	44954
3103	155560	44904
3104	155611	44854
3105	155661	44804
3106	155711	44754
3107	155763	44704
3108	155813	44654
3109	155863	44604
3110	155913	44553
3111	155963	44503
3112	156014	44453
3113	156064	44403
3114	156114	44353
3115	156164	44303
3116	156215	44253
3117	156265	44203
3118	156315	44153
3119	156365	44103
3120	156415	44052
3121	156465	44002
3122	156514	43952
3123	156563	43901
3124	156614	43852
3125	156663	43801
3126	156713	43751
3127	156762	43701
3128	156814	43651
3129	156865	43601
3130	156914	43551
3131	156963	43500
3132	157014	43450
3133	157063	43400
3134	157112	43350
3135	157163	43300
3136	157212	43249
3137	157262	43199
3138	157313	43149
3139	157363	43099
3140	157413	43049
3141	157462	42999
3142	157512	42948
3143	157562	42898
3144	157612	42848
3145	157663	42798
3146	157713	42748
3147	157764	42698
3148	157814	42648
3149	157864	42598
3150	157914	42548
3151	157963	42497
3152	158013	42447
3153	158063	42397
3154	158112	42347
3155	158164	42297
3156	158214	42247
3157	158263	42196
3158	158312	42146
3159	158363	42096
3160	158414	42046
3161	158463	41996
3162	158511	41945
3163	158560	41895
3164	158610	41845
3165	158659	41794
3166	158708	41744
3167	158758	41694
3168	158808	41644
3169	158859	41594
3170	158908	41543
3171	158958	41493
3172	159009	41443
3173	159060	41393
3174	159109	41343
3175	159159	41293
3176	159208	41242
3177	159257	41192
3178	159308	41142
3179	159357	41092
3180	159407	41041
3181	159457	40991
3182	159506	40941
3183	159556	40891
3184	159606	40841
3185	159658	40791
3186	159708	40741
3187	159759	40691
3188	159810	40641
3189	159860	40591
3190	159910	40541
3191	159959	40491
3192	160009	40440
3193	160059	40390
3194	160111	40340
3195	160160	40290
3196	160208	40240
3197	160257	40189
3198	160308	40139
3199	160356	40089
3200	160407	40039
3201	160457	39989
3202	160507	39938
3203	160557	39888
3204	160607	39838
3205	160656	39788
3206	160707	39738
3207	160757	39688
3208	160808	39638
3209	160858	39588
3210	160909	39538
3211	160960	39488
3212	161010	39438
3213	161061	39388
3214	161109	39337
3215	161161	39288
3216	161212	39238
3217	161265	39188
